"empl_ind_construction_%","agri_gross_value_livestock_m$","indstry_bus_trnsprt_pst_wrhsng_cnt","indstry_bus_prof_sci_tech_cnt","vhcl_light_rigid_truck","insolv_tot_debator_entr_bus_rel_per_insolv","agri_meat_chiecken_cnt","agri_broadacre_tot_area","bus_exit_20_plus_emply_cnt","year","vhcl_non_freight_truck","bus_exit_no_emply_cnt","empl_ind_admin_safety_%","fuel_type_diesel","bus_no_emply_cnt","bld_app_priv_dwl_exc_hs_cnt","sel_cause_non_bus_rel_insolv_caused_by_unemploy_loss_income","empl_ind_mnfctrng_%","res_prop_att_dwl_trnsfrs_cnt","indstry_bus_construction_cnt","vhcl_reg_over_10_yrs","vhcl_light_commercial","indstry_bus_mining_cnt","vhcl_heavy_rigid_truck","occ_debtor_service_worker","fuel_type_electric","vhcl_tot","p_t_trdmrk_apps_cnt","indstry_bus_hlth_soc_ass_cnt","indstry_bus_art_rec_cnt","agri_meat_cattle_cnt","empl_ind_admin_supp_%","bld_app_tot_priv_dwl_val_aud","bus_exit_5_19_emply_cnt","indstry_bus_admin_supp_cnt","bld_app_tot_non_res_bld_val_aud","occ_debtor_technician_trade","indstry_bus_retail_trd_cnt","vhcl_reg_less_than_5_yrs","vhcl_campervans","bld_app_tot_priv_dwl_cnt","indstry_bus_financ_insur_cnt","agri_gross_value_agri_production_m$","empl_ind_whlsle_trd_%","indstry_bus_accom_food_cnt","bld_app_priv_hse_cnt","fuel_type_petrol","vhcl_passenger","occ_debtor_professional","indstry_bus_tot_cnt","empl_ind_oth_serv_%","bld_app_priv_hse_val_aud","sel_cause_bus_rel_insolv_caused_by_economic","bld_app_priv_dwl_exc_hs_val_aud","indstry_bus_current_unkwn_cnt","indstry_bus_whlsle_trd_cnt","tourist_accom_over_15_rooms","bus_entr_tot_cnt","agri_area_holding","empl_ind_mining_%","occ_debtor_other_unkwn","empl_ind_edu_train_%","agri_veg_human_consumption","bus_entr_no_emply_cnt","bus_20_plus_emply_cnt","indstry_bus_ag_frst_fsh_cnt","indstry_bus_oth_serv_cnt","p_t_patent_apps_cnt","indstry_bus_rent_rl_est_cnt","indstry_bus_infomedia_telecom_cnt","bus_entr_5_19_emply_cnt","bld_app_tot_res_bld_val_aud","occ_debtor_sales_worker","indstry_bus_mnfctrng_cnt","bus_entr_20_plus_emply_cnt","indstry_bus_edu_train_cnt","sa3_code16","agri_gross_value_crops_m$","res_prop_att_dwl_med_sal_prc_aud","empl_ind_hlth_soc_assist_%","agri_fruit_nut_orchard_tree","occ_debtor_machinery_op_driver","vhcl_motorcycles","empl_ind_ag_frst_fsh_%","empl_tot","bus_tot_cnt","agri_dairy_cattle_cnt","occ_debtor_labourer","bld_app_tot_dwl_cnt","empl_ind_prof_sci_tech_cnt_%","agri_sheep_cnt","bus_5_19_emply_cnt","empl_ind_retail_trd_%","fuel_type_lpg_dual_other","insolv_tot_debator_entr_per_insolv","bus_entr_1_4_emply_cnt","occ_debtor_clerical_admin","empl_ind_trnsprt_pst_wrhsng_%","sel_cause_non_bus_rel_insolv_caused_by_excess_credit_use","empl_ind_elc_gs_wtr_wst_%","res_prop_hse_med_sal_prc_aud","empl_ind_rent_rl_est_%","agri_pig_cnt","vhcl_buses","insolv_tot_debator_entr_non_bus_rel_per_insolv","bus_exit_tot_cnt","empl_ind_financ_insur_%","indstry_bus_elc_gs_wtr_wst_cnt","bld_app_tot_bld_val_aud","res_prop_hse_trnsfs_cnt","vhcl_reg_5_to_10","bus_1_4_emply_cnt","empl_ind_accom_food_%","empl_ind_art_rec_%","occ_debtor_manager","bus_exit_1_4_emply_cnt","indstry_bus_pub_admin_safety_cnt","vhcl_articulated_truck","sa3_name16","empl_ind_infomedia_telecom_%"
"null","null","250","229","322","15","null","null","3",2015,"12","366","null","13430","3489","4","16","null","50.0","639","21819","11579","11","1470","null","4","40897","125","138","27","null","null","42.0","28","124","58.0","10","314","8811","118","120","289","null","null","182","116","26898","24446","9","5595","null","41.0","7","1.0","31","172","20","450","null","null","12","null","null","298","107","2195","213","3","493","8","23","44.0","null","216","3","28",11301,"null","191000.0","null","null","6","1810","null","null","5595","null","23","123","null","null","509","null","762","80","126","null","null","19","null","240000.0","null","null","218","65","508","null","24","103.0","649.0","10257","1490","null","null","7","104","7","922","Griffith  Murrumbidgee (West)","null"
"null","null","89","58","100","3","null","null","null",2015,"8","103","null","4938","942","null","7","null","15.0","196","7443","4036","5","506","null","null","13282","6","38","9","null","null","12.0","11","32","2.0","5","78","2629","42","44","71","null","null","79","44","8211","7766","4","1549","null","12.0","3","null","9","20","9","122","null","null","10","null","null","75","27","668","61","3","78","null","10","13.0","null","37","null","8",11302,"null","240000.0","null","null","5","559","null","null","1549","null","3","44","null","null","191","null","204","29","36","null","null","10","null","215000.0","null","null","93","26","140","null","3","15.0","223.0","3222","387","null","null","null","29","6","172","Tumut  Tumbarumba","null"
"null","null","464","425","700","22","null","null","5",2015,"41","594","null","23036","4853","50","39","null","198.0","1239","36903","18616","10","2558","null","7","75850","77","423","67","null","null","139.0","47","183","113.0","15","460","18855","212","464","684","null","null","349","414","51560","48330","11","8548","null","130.0","13","9.0","72","230","44","781","null","null","18","null","null","502","191","2433","365","10","738","25","37","143.0","12","275","3","73",11303,"null","246000.0","null","null","13","3168","null","null","8548","null","29","466","null","null","968","null","1603","139","240","17","null","31","null","280000.0","null","null","467","117","810","null","23","256.0","1577.0","20054","2542","null","null","13","169","17","1758","Wagga Wagga","null"
"null","null","335","561","598","22","null","null","10",2015,"32","537","null","15646","3420","160","29","null","296.0","1374","43714","14175","8","1167","17","null","80060","89","363","89","null","null","213.0","46","238","81.0","13","584","15744","486","769","383","null","null","451","609","61979","58615","8","6474","null","186.0","null","26.0","40","164","27","730","null","null","16","null","null","450","134","468","342","13","658","30","28","220.0","15","257","3","79",11401,"null","300000.0","null","null","13","4170","null","null","6474","null","13","769","null","null","744","null","2482","112","255","6","null","22","null","390000.0","null","null","610","90","767","null","19","301.0","2819.0","20605","2175","null","null","11","171","28","207","Shoalhaven","null"
"null","null","227","709","373","17","null","null","null",2015,"9","453","null","9010","3162","88","17","null","165.0","830","19204","7486","8","674","5","3","39925","167","266","91","null","null","173.0","26","207","44.0","14","383","9547","116","505","380","null","null","209","417","30002","29139","8","5174","null","159.0","null","15.0","42","167","20","542","null","null","8","null","null","376","71","574","184","13","534","49","15","180.0","14","217","5","70",11402,"null","430000.0","null","null","10","1794","null","null","5174","null","14","519","null","null","419","null","909","88","148","7","null","24","null","575000.0","null","null","141","71","573","null","16","224.0","1328.0","11192","1528","null","null","8","90","13","193","Southern Highlands","null"
"null","null","597","2881","736","13","null","null","7",2015,"14","1401","null","13140","9030","1422","19","null","739.0","2342","35043","8648","16","802","3","25","100648","548","1226","162","null","null","569.0","75","625","265.0","16","944","32760","125","1911","1844","null","null","447","489","85732","86794","9","15741","null","225.0","7","344.0","198","849","5","2266","null","null","9","null","null","1483","301","134","503","109","1990","185","51","574.0","11","427","3","263",11501,"null","695000.0","null","null","5","3223","null","null","15741","null","9","1911","null","null","1283","null","1312","85","729","14","null","26","null","1150000.0","null","null","203","72","1932","null","30","839.0","1956.0","32860","5131","null","null","9","448","73","103","Baulkham Hills","null"
"null","null","116","589","366","7","null","null","null",2015,"4","360","null","5227","2524","35","5","null","null","972","10456","3914","7","651","null","11","24020","81","154","54","null","null","52.0","14","148","8.0","null","247","6389","57","93","387","null","null","99","58","18302","17710","4","4394","null","46.0","5","5.0","58","230","2","530","null","null","3","null","null","349","71","273","175","9","587","37","20","56.0","null","164","null","64",11502,"null","null","null","null","null","1209","null","null","4394","null","null","93","null","null","427","null","454","20","161","null","null","null","null","1365000.0","null","null","56","13","479","null","17","64.0","415.0","7161","1380","null","null","null","109","18","53","Dural  Wisemans Ferry","null"
"null","null","197","229","307","6","null","null","null",2015,"11","253","null","5061","1526","11","7","null","null","756","10744","4542","null","651","null","null","21514","36","64","43","null","null","30.0","9","90","2.0","9","104","4836","59","70","142","null","null","53","59","15867","14413","null","2593","null","28.0","null","2.0","25","99","null","288","null","null","3","null","null","207","22","270","159","3","190","11","6","32.0","4","114","null","23",11503,"null","null","null","null","null","1329","null","null","2593","null","null","70","null","null","162","null","602","27","76","null","null","6","null","668000.0","null","null","87","21","319","null","13","34.0","509.0","5929","881","null","null","null","63","16","115","Hawkesbury","null"
"null","null","242","361","263","10","null","null","4",2015,"12","288","null","4161","1809","400","3","null","41.0","806","8916","3217","3","596","null","5","21970","60","101","36","null","null","327.0","17","128","58.0","null","190","6298","45","1010","238","null","null","108","610","17327","16727","null","3343","null","206.0","null","120.0","35","157","2","473","null","null","3","null","null","305","83","142","159","5","371","13","14","327.0","null","163","3","48",11504,"null","605000.0","null","null","4","924","null","null","3343","null","null","1010","null","null","304","null","475","33","145","4","null","null","null","927750.0","null","null","72","23","404","null","20","385.0","643.0","6753","1139","null","null","8","105","10","114","Rouse Hill  McGraths Hill","null"
"null","null","1213","794","1291","15","null","null","11",2015,"47","879","null","12930","4790","443","47","null","648.0","1617","41950","10536","3","2210","20","10","90098","155","425","77","null","null","213.0","46","431","64.0","20","561","22497","140","1032","454","null","null","304","589","74848","71735","12","8545","null","144.0","null","69.0","91","561","3","1384","null","null","15","null","null","862","224","38","529","11","711","61","47","218.0","18","511","null","86",11601,"null","472500.0","null","null","28","2745","null","null","8545","null","16","1049","null","null","824","null","2254","168","467","26","null","57","null","617000.0","null","null","1011","153","1234","null","18","283.0","1799.0","25657","2705","null","null","13","298","68","383","Blacktown","null"
"null","null","838","666","327","11","null","null","3",2015,"15","538","null","6484","3279","232","25","null","257.0","1031","20915","4942","null","744","11","10","52999","84","266","50","null","null","418.0","21","258","96.0","14","396","15349","86","1565","344","null","null","178","1333","45080","44727","6","5362","null","377.0","null","41.0","58","204","null","947","null","null","12","null","null","623","41","132","237","7","334","44","26","419.0","12","205","3","72",11602,"null","558000.0","null","null","14","1898","null","null","5362","null","14","1565","null","null","347","null","1240","111","302","16","null","38","null","773888.0","null","null","83","100","738","null","14","515.0","1551.0","16728","1694","null","null","12","175","36","177","Blacktown  North","null"
"null","null","882","303","309","17","null","null","5",2015,"30","483","null","5135","2586","271","93","null","583.0","863","32713","5800","6","631","27","14","61275","145","190","41","null","null","173.0","8","257","203.0","28","309","12303","110","836","181","null","null","164","565","54276","51990","12","4515","null","130.0","5","44.0","62","250","3","742","null","null","29","null","null","489","170","26","270","15","366","23","15","178.0","19","222","3","44",11603,"null","405000.0","null","null","46","1904","null","null","4515","null","47","836","null","null","386","null","1757","251","246","32","null","83","null","496125.0","null","null","245","234","634","null","21","381.0","1450.0","16233","1373","null","null","11","142","42","256","Mount Druitt","null"
"null","null","633","491","371","7","null","null","9",2015,"5","386","null","3912","2674","2108","7","null","996.0","656","10906","3422","3","359","null","22","33723","258","170","44","null","null","617.0","22","193","387.0","9","268","14435","53","2179","290","null","null","206","71","29130","28076","5","4649","null","25.0","null","592.0","67","316","8","641","null","null","null","null","null","443","209","18","214","20","642","67","16","618.0","5","281","5","60",11701,"null","726250.0","null","null","11","1099","null","null","4649","null","5","2179","null","null","514","null","520","61","171","12","null","28","null","1200000.0","null","null","230","54","534","null","11","1006.0","286.0","8407","1259","null","null","6","113","32","108","Botany","null"
